CANARA ROBECO CORPORATE BOND FUND - REGULAR PLAN - GROWTH OPTION	21.8654
CANARA ROBECO CORPORATE BOND FUND - REGULAR PLAN - IDCW (Payout/Reinvestment)	11.6606
DSP Corporate Bond Fund - Direct - Growth	16.4544
DSP Corporate Bond Fund - Direct - IDCW	11.6357
DSP Corporate Bond Fund - Direct - IDCW - Monthly	10.5764
DSP Corporate Bond Fund - Direct - IDCW - Quarterly 	11.4272
DSP Corporate Bond Fund - Regular - Growth	16.1650
DSP Corporate Bond Fund - Regular - IDCW	11.6006
DSP Corporate Bond Fund - Regular - IDCW - Monthly	10.5531
DSP Corporate Bond Fund - Regular - IDCW - Quarterly 	10.7722
Franklin India Corporate Debt Fund - Direct - Bonus	0.0000
Franklin India Corporate Debt Fund - Direct - GROWTH	109.2502
Franklin India Corporate Debt Fund - Growth	100.7808
Franklin India Corporate Debt Fund - Monthly Bonus	0.0000
Franklin India Corporate Debt Fund - Plan A - Annual - IDCW	17.2044
Franklin India Corporate Debt Fund - Plan A - Direct - Annual - IDCW	19.3373
Franklin India Corporate Debt Fund - Plan A - Direct - Half yearly - IDCW	15.3356
Franklin India Corporate Debt Fund - Plan A - Direct - Monthly - IDCW	17.2525
Franklin India Corporate Debt Fund - Plan A - Direct - Quarterly - IDCW	13.8885
Franklin India Corporate Debt Fund - Plan B - Half yearly - IDCW	13.0047
Franklin India Corporate Debt Fund - Plan B - Monthly - IDCW	15.3561
Franklin India Corporate Debt Fund - Plan B - Quarterly - IDCW	12.1865
HDFC Corporate Bond Fund - Growth Option	32.8376
HDFC Corporate Bond Fund - Growth Option - Direct Plan	33.5696
HDFC Corporate Bond Fund - IDCW Option	19.8789
HDFC Corporate Bond Fund - IDCW Option - Direct Plan	20.5691
HDFC Corporate Bond Fund - Quarterly IDCW Option	10.5049
HDFC Corporate Bond Fund - Quarterly IDCW Option - Direct Plan	10.4055
HSBC Corporate Bond Fund - Direct Annual IDCW	12.1221
HSBC Corporate Bond Fund - Direct Growth	78.8056
HSBC Corporate Bond Fund - Direct Quarterly IDCW	11.5514
HSBC Corporate Bond Fund - Direct Semi Annual IDCW	20.5859
HSBC Corporate Bond Fund - Regular Annual IDCW	11.8577
HSBC Corporate Bond Fund - Regular Growth	73.9567
HSBC Corporate Bond Fund - Regular Quarterly IDCW	11.1415
HSBC Corporate Bond Fund - Regular Semi Annual IDCW	17.2049
HSBC Corporate Bond Fund -Regular Plan - Bonus	28.0927
ICICI Prudential Corporate Bond Fund - Bonus	14.9782
ICICI Prudential Corporate Bond Fund - Daily IDCW	10.1065
ICICI Prudential Corporate Bond Fund - Direct Plan - Daily IDCW	10.1008
ICICI Prudential Corporate Bond Fund - Direct Plan - Fortnightly IDCW	12.1669
ICICI Prudential Corporate Bond Fund - Direct Plan - Growth	31.6240
ICICI Prudential Corporate Bond Fund - Direct Plan - Half Yearly IDCW Option	12.8827
ICICI Prudential Corporate Bond Fund - Direct Plan - Monthly IDCW	10.2441
ICICI Prudential Corporate Bond Fund - Direct Plan - Quarterly IDCW	15.5155
ICICI Prudential Corporate Bond Fund - Direct Plan - Weekly IDCW	10.2332
ICICI Prudential Corporate Bond Fund - Fortnightly IDCW	10.2243
ICICI Prudential Corporate Bond Fund - Growth	30.1787
ICICI Prudential Corporate Bond Fund - Half Yearly IDCW Option	12.6555
ICICI Prudential Corporate Bond Fund - Monthly IDCW	10.3986
ICICI Prudential Corporate Bond Fund - Premium Daily Dividend	10.0277
ICICI Prudential Corporate Bond Fund - Premium Monthly Dividend	10.0770
ICICI Prudential Corporate Bond Fund - Weekly IDCW	10.3040
ICICI Prudential Corporate Bond Fund -Quarterly IDCW	11.2128
ICICI Prudential Corporate Bond Fund Retail Daily Dividend	10.0275
ICICI Prudential Corporate Bond Fund Retail Fort Nightly Dividend	10.3041
ICICI Prudential Corporate Bond Fund Retail Growth	22.7853
ICICI Prudential Corporate Bond Fund Retail Monthly Dividend	10.3008
ICICI Prudential Corporate Bond Fund Retail Quarterly Dividend	10.9335
ICICI Prudential Corporate Bond Fund Retail Weekly Dividend	10.2202
Invesco India Corporate Bond Fund - Annual IDCW (Payout / Reinvestment)	1982.9446
Invesco India Corporate Bond Fund - Direct Plan - Annual IDCW (Payout / Reinvestment)	1268.3135
Invesco India Corporate Bond Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment)	3444.2752
Invesco India Corporate Bond Fund - Direct Plan - Growth	3443.1759
Invesco India Corporate Bond Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment)	1256.3742
Invesco India Corporate Bond Fund - Direct Plan - Quarterly IDCW (Payout / Reinvestment)	1180.973
Invesco India Corporate Bond Fund - Discretionary IDCW (Payout / Reinvestment)	3372.6813
Invesco India Corporate Bond Fund - Growth	3210.7479
Invesco India Corporate Bond Fund - Monthly IDCW (Payout / Reinvestment)	1840.2941
Invesco India Corporate Bond Fund - Quarterly IDCW (Payout / Reinvestment)	1174.5673
Kotak Coporate Bond Fund- Retail Plan-Growth Option	2034.9063
Kotak Corporate Bond Fund- Direct Plan- Growth Option	3987.8529
Kotak Corporate Bond Fund- Direct Plan- Monthly Payout of Income Distribution cum capital withdrawal option	1075.2295
Kotak Corporate Bond Fund- Institutional Plan-Growth Option	2090.4924
Kotak Corporate Bond Fund- Regular Plan-Growth Option	3816.9578
Kotak Corporate Bond Fund- Regular Plan-Monthly Dividend Option	1243.4178
Kotak Corporate Bond Fund- Regular Plan-Quarterly Dividend Option	1066.6837
Kotak Corporate Bond Fund- Retail Plan- Monthly Dividend Option	1040.0538
Kotak Corporate Bond Fund- Retail Plan- Weekly Dividend Option	1052.3061
Kotak Corporate Bond Fund- Retail Plan-Daily Dividend Option	1052.6393
Kotak Corporate Bond Fund- Standard Plan-Daily Dividend Option	1052.7994
Kotak Corporate Bond Fund- Standard Plan-Weekly Dividend Option	1202.9939
Mirae Asset Corporate Bond Fund Direct Growth Plan	13.1431
Mirae Asset Corporate Bond Fund Direct IDCW	13.1402
Mirae Asset Corporate Bond Fund Regular Growth	12.8871
Mirae Asset Corporate Bond Fund Regular IDCW	12.8871
NIPPON INDIA CORPORATE BOND FUND - DAILY IDCW Option	17.0665
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - DAILY IDCW Option	17.0723
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - IDCW Option	20.1790
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - MONTHLY IDCW Option	11.7773
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - QUARTERLY IDCW Option	12.1954
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - WEEKLY IDCW Option	17.0722
Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Bonus	45.4657
Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Growth Option	63.6816
Nippon India Corporate Bond Fund - Growth Plan - Bonus Option	43.3113
Nippon India Corporate Bond Fund - Growth Plan - Growth Option	60.6437
NIPPON INDIA CORPORATE BOND FUND - IDCW Option	19.4286
NIPPON INDIA CORPORATE BOND FUND - MONTHLY IDCW Option	11.6421
NIPPON INDIA CORPORATE BOND FUND - QUARTERLY IDCW Option	12.0329
NIPPON INDIA CORPORATE BOND FUND - WEEKLY IDCW Option	17.0666
PGIM India Corporate Bond Fund - Annual Dividend	10.5882
PGIM India Corporate Bond Fund - Direct Plan - Annual Dividend	16.2862
PGIM India Corporate Bond Fund - Direct Plan - Growth	48.58
PGIM India Corporate Bond Fund - Direct Plan - Monthly Dividend	15.0153
PGIM India Corporate Bond Fund - Direct Plan - Quarterly Dividend	13.0982
PGIM India Corporate Bond Fund - Growth	43.5532
